time, omega, abs(psi(t)), arg(psi(t)), abs(psi(omega)), arg(psi(omega))
1.00000e-01,0.00000e+00,1.10841e-01,2.43602e-01,1.95527e+00,-7.40380e-01
2.00000e-01,6.28319e-03,1.50485e-01,2.01334e-01,1.94303e+00,-7.39959e-01
3.00000e-01,1.25664e-02,1.82260e-01,-1.22509e-02,1.93094e+00,-7.39539e-01
4.00000e-01,1.88496e-02,1.95847e-01,-2.52988e-01,1.91899e+00,-7.39118e-01
5.00000e-01,2.51327e-02,1.96303e-01,-4.68984e-01,1.90719e+00,-7.38696e-01
6.00000e-01,3.14159e-02,1.90272e-01,-6.52161e-01,1.89553e+00,-7.38275e-01
7.00000e-01,3.76991e-02,1.81907e-01,-8.06738e-01,1.88402e+00,-7.37854e-01
8.00000e-01,4.39823e-02,1.73298e-01,-9.38835e-01,1.87264e+00,-7.37432e-01
9.00000e-01,5.02655e-02,1.65381e-01,-1.05384e+00,1.86140e+00,-7.37009e-01
1.00000e+00,5.65487e-02,1.58522e-01,-1.15601e+00,1.85029e+00,-7.36587e-01
1.10000e+00,6.28319e-02,1.52827e-01,-1.24864e+00,1.83931e+00,-7.36164e-01
1.20000e+00,6.91150e-02,1.48290e-01,-1.33428e+00,1.82845e+00,-7.35740e-01
1.30000e+00,7.53982e-02,1.44866e-01,-1.41498e+00,1.81773e+00,-7.35317e-01
1.40000e+00,8.16814e-02,1.42499e-01,-1.49241e+00,1.80713e+00,-7.34894e-01
1.50000e+00,8.79646e-02,1.41146e-01,-1.56803e+00,1.79665e+00,-7.34470e-01
1.60000e+00,9.42478e-02,1.40773e-01,-1.64321e+00,1.78629e+00,-7.34046e-01
1.70000e+00,1.00531e-01,1.41369e-01,-1.71923e+00,1.77604e+00,-7.33622e-01
1.80000e+00,1.06814e-01,1.42938e-01,-1.79724e+00,1.76592e+00,-7.33199e-01
1.90000e+00,1.13097e-01,1.45451e-01,-1.87926e+00,1.75590e+00,-7.32780e-01
2.00000e+00,1.19381e-01,1.49037e-01,-1.96603e+00,1.74599e+00,-7.32351e-01
2.10000e+00,1.25664e-01,1.53467e-01,-2.06082e+00,1.73621e+00,-7.31928e-01
2.20000e+00,1.31947e-01,1.59037e-01,-2.16461e+00,1.72653e+00,-7.31498e-01
2.30000e+00,1.38230e-01,1.65167e-01,-2.28269e+00,1.71695e+00,-7.31069e-01
2.40000e+00,1.44513e-01,1.71833e-01,-2.41661e+00,1.70748e+00,-7.30644e-01
2.50000e+00,1.50796e-01,1.77858e-01,-2.57466e+00,1.69811e+00,-7.30219e-01
2.60000e+00,1.57080e-01,1.81408e-01,-2.76031e+00,1.68884e+00,-7.29793e-01
2.70000e+00,1.63363e-01,1.78983e-01,-2.98055e+00,1.67967e+00,-7.29366e-01
2.80000e+00,1.69646e-01,1.64893e-01,3.05222e+00,1.67060e+00,-7.28940e-01
2.90000e+00,1.75929e-01,1.34011e-01,2.80994e+00,1.66163e+00,-7.28513e-01
3.00000e+00,1.82212e-01,9.28697e-02,2.70970e+00,1.65275e+00,-7.28086e-01
3.10000e+00,1.88496e-01,6.46398e-02,2.95241e+00,1.64396e+00,-7.27658e-01
3.20000e+00,1.94779e-01,6.79838e-02,-2.87457e+00,1.63528e+00,-7.27234e-01
3.30000e+00,2.01062e-01,1.00672e-01,-2.70806e+00,1.62667e+00,-7.26805e-01
3.40000e+00,2.07345e-01,1.41319e-01,-2.85157e+00,1.61815e+00,-7.26377e-01
3.50000e+00,2.13628e-01,1.68881e-01,-3.10265e+00,1.60972e+00,-7.25949e-01
3.60000e+00,2.19911e-01,1.80082e-01,2.93505e+00,1.60138e+00,-7.25521e-01
3.70000e+00,2.26195e-01,1.81132e-01,2.72203e+00,1.59313e+00,-7.25093e-01
3.80000e+00,2.32478e-01,1.76772e-01,2.54137e+00,1.58496e+00,-7.24665e-01
3.90000e+00,2.38761e-01,1.70516e-01,2.38937e+00,1.57687e+00,-7.24237e-01
4.00000e+00,2.45044e-01,1.63976e-01,2.25845e+00,1.56886e+00,-7.23808e-01
4.10000e+00,2.51327e-01,1.57849e-01,2.14336e+00,1.56093e+00,-7.23380e-01
4.20000e+00,2.57611e-01,1.52545e-01,2.04196e+00,1.55308e+00,-7.22952e-01
4.30000e+00,2.63894e-01,1.48265e-01,1.94843e+00,1.54531e+00,-7.22520e-01
4.40000e+00,2.70177e-01,1.44872e-01,1.86313e+00,1.53761e+00,-7.22092e-01
4.50000e+00,2.76460e-01,1.42575e-01,1.78168e+00,1.53000e+00,-7.21663e-01
4.60000e+00,2.82743e-01,1.41158e-01,1.70452e+00,1.52245e+00,-7.21233e-01
4.70000e+00,2.89027e-01,1.40793e-01,1.62835e+00,1.51498e+00,-7.20804e-01
4.80000e+00,2.95310e-01,1.41301e-01,1.55365e+00,1.50758e+00,-7.20374e-01
4.90000e+00,3.01593e-01,1.42915e-01,1.47736e+00,1.50025e+00,-7.19944e-01
5.00000e+00,3.07876e-01,1.45406e-01,1.39969e+00,1.49299e+00,-7.19514e-01
5.10000e+00,3.14159e-01,1.49130e-01,1.31805e+00,1.48580e+00,-7.19084e-01
5.20000e+00,3.20442e-01,1.53785e-01,1.23124e+00,1.47868e+00,-7.18654e-01
5.30000e+00,3.26726e-01,1.59830e-01,1.13713e+00,1.47163e+00,-7.18224e-01
5.40000e+00,3.33009e-01,1.66789e-01,1.03227e+00,1.46464e+00,-7.17794e-01
5.50000e+00,3.39292e-01,1.74946e-01,9.15224e-01,1.45771e+00,-7.17363e-01
5.60000e+00,3.45575e-01,1.83662e-01,7.78027e-01,1.45086e+00,-7.16932e-01
5.70000e+00,3.51858e-01,1.91586e-01,6.19310e-01,1.44406e+00,-7.16502e-01
5.80000e+00,3.58142e-01,1.97031e-01,4.29808e-01,1.43733e+00,-7.16071e-01
5.90000e+00,3.64425e-01,1.94431e-01,2.06865e-01,1.43066e+00,-7.15640e-01
6.00000e+00,3.70708e-01,1.77431e-01,-3.39148e-02,1.42405e+00,-7.15209e-01
6.10000e+00,3.76991e-01,1.42762e-01,-2.28817e-01,1.41750e+00,-7.14778e-01
6.20000e+00,3.83274e-01,1.04608e-01,-2.18047e-01,1.41101e+00,-7.14347e-01
6.30000e+00,3.89557e-01,9.30901e-02,6.41398e-02,1.40458e+00,-7.13916e-01
6.40000e+00,3.95841e-01,1.17937e-01,2.56411e-01,1.39820e+00,-7.13484e-01
6.50000e+00,4.02124e-01,1.57776e-01,1.67797e-01,1.39188e+00,-7.13053e-01
6.60000e+00,4.08407e-01,1.86430e-01,-5.91127e-02,1.38562e+00,-7.12621e-01
6.70000e+00,4.14690e-01,1.96713e-01,-2.98396e-01,1.37942e+00,-7.12190e-01
6.80000e+00,4.20973e-01,1.95343e-01,-5.06412e-01,1.37327e+00,-7.11758e-01
6.90000e+00,4.27257e-01,1.88915e-01,-6.84280e-01,1.36717e+00,-7.11326e-01
7.00000e+00,4.33540e-01,1.80096e-01,-8.34537e-01,1.36112e+00,-7.10895e-01
7.10000e+00,4.39823e-01,1.71715e-01,-9.61647e-01,1.35513e+00,-7.10463e-01
7.20000e+00,4.46106e-01,1.63990e-01,-1.07510e+00,1.34919e+00,-7.10031e-01
7.30000e+00,4.52389e-01,1.57290e-01,-1.17450e+00,1.34330e+00,-7.09599e-01
7.40000e+00,4.58673e-01,1.51861e-01,-1.26574e+00,1.33747e+00,-7.09171e-01
7.50000e+00,4.64956e-01,1.47558e-01,-1.35027e+00,1.33168e+00,-7.08733e-01
7.60000e+00,4.71239e-01,1.44311e-01,-1.43046e+00,1.32594e+00,-7.08301e-01
7.70000e+00,4.77522e-01,1.42137e-01,-1.50683e+00,1.32025e+00,-7.07869e-01
7.80000e+00,4.83805e-01,1.41059e-01,-1.58302e+00,1.31461e+00,-7.07437e-01
7.90000e+00,4.90088e-01,1.40721e-01,-1.65768e+00,1.30901e+00,-7.07005e-01
8.00000e+00,4.96372e-01,1.41697e-01,-1.73406e+00,1.30347e+00,-7.06572e-01
8.10000e+00,5.02655e-01,1.43270e-01,-1.81330e+00,1.29796e+00,-7.06139e-01
8.20000e+00,5.08938e-01,1.46105e-01,-1.89497e+00,1.29251e+00,-7.05707e-01
8.30000e+00,5.15221e-01,1.49848e-01,-1.98452e+00,1.28710e+00,-7.05274e-01
8.40000e+00,5.21504e-01,1.54388e-01,-2.07967e+00,1.28173e+00,-7.04842e-01
8.50000e+00,5.27788e-01,1.60303e-01,-2.18631e+00,1.27641e+00,-7.04409e-01
8.60000e+00,5.34071e-01,1.66352e-01,-2.30793e+00,1.27113e+00,-7.03976e-01
8.70000e+00,5.40354e-01,1.73091e-01,-2.44430e+00,1.26589e+00,-7.03543e-01
8.80000e+00,5.46637e-01,1.78961e-01,-2.60913e+00,1.26070e+00,-7.03110e-01
8.90000e+00,5.52920e-01,1.81335e-01,-2.80035e+00,1.25555e+00,-7.02678e-01
9.00000e+00,5.59203e-01,1.77515e-01,-3.02628e+00,1.25044e+00,-7.02245e-01
9.10000e+00,5.65487e-01,1.60303e-01,3.00064e+00,1.24537e+00,-7.01812e-01
9.20000e+00,5.71770e-01,1.26078e-01,2.77386e+00,1.24034e+00,-7.01379e-01
9.30000e+00,5.78053e-01,8.57356e-02,2.72587e+00,1.23535e+00,-7.00946e-01
9.40000e+00,5.84336e-01,6.24502e-02,3.03874e+00,1.23040e+00,-7.00513e-01
9.50000e+00,5.90619e-01,7.25587e-02,-2.80832e+00,1.22549e+00,-7.00079e-01
9.60000e+00,5.96903e-01,1.08822e-01,-2.71995e+00,1.22062e+00,-6.99646e-01
9.70000e+00,6.03186e-01,1.47914e-01,-2.89640e+00,1.21579e+00,-6.99213e-01
9.80000e+00,6.09469e-01,1.72360e-01,3.13085e+00,1.21099e+00,-6.98780e-01
9.90000e+00,6.15752e-01,1.80769e-01,2.89036e+00,1.20623e+00,-6.98347e-01
1.00000e+01,6.22035e-01,1.80609e-01,2.68524e+00,1.20151e+00,-6.97913e-01
1.01000e+01,6.28319e-01,1.75683e-01,2.50926e+00,1.19682e+00,-6.97480e-01
1.02000e+01,6.34602e-01,1.69171e-01,2.36265e+00,1.19217e+00,-6.97047e-01
1.03000e+01,6.40885e-01,1.62764e-01,2.23496e+00,1.18756e+00,-6.96614e-01
1.04000e+01,6.47168e-01,1.56766e-01,2.12283e+00,1.18298e+00,-6.96180e-01
1.05000e+01,6.53451e-01,1.51608e-01,2.02285e+00,1.17843e+00,-6.95747e-01
1.06000e+01,6.59734e-01,1.47516e-01,1.93183e+00,1.17392e+00,-6.95314e-01
1.07000e+01,6.66018e-01,1.44416e-01,1.84668e+00,1.16945e+00,-6.94880e-01
1.08000e+01,6.72301e-01,1.42133e-01,1.76632e+00,1.16500e+00,-6.94447e-01
1.09000e+01,6.78584e-01,1.41069e-01,1.69022e+00,1.16060e+00,-6.94013e-01
1.10000e+01,6.84867e-01,1.40835e-01,1.61302e+00,1.15622e+00,-6.93580e-01
1.11000e+01,6.91150e-01,1.41431e-01,1.53952e+00,1.15187e+00,-6.93147e-01
1.12000e+01,6.97434e-01,1.43473e-01,1.46242e+00,1.14756e+00,-6.92713e-01
1.13000e+01,7.03717e-01,1.45911e-01,1.38359e+00,1.14328e+00,-6.92280e-01
1.14000e+01,7.10000e-01,1.49987e-01,1.30255e+00,1.13903e+00,-6.91846e-01
1.15000e+01,7.16283e-01,1.54938e-01,1.21289e+00,1.13481e+00,-6.91413e-01
1.16000e+01,7.22566e-01,1.60954e-01,1.11774e+00,1.13063e+00,-6.90979e-01
1.17000e+01,7.28849e-01,1.68422e-01,1.01129e+00,1.12647e+00,-6.90546e-01
1.18000e+01,7.35133e-01,1.76604e-01,8.89222e-01,1.12234e+00,-6.90112e-01
1.19000e+01,7.41416e-01,1.85183e-01,7.49927e-01,1.11825e+00,-6.89679e-01
1.20000e+01,7.47699e-01,1.93164e-01,5.84861e-01,1.11418e+00,-6.89245e-01
1.21000e+01,7.53982e-01,1.97155e-01,3.88518e-01,1.11014e+00,-6.88812e-01
1.22000e+01,7.60265e-01,1.92557e-01,1.61502e-01,1.10613e+00,-6.88379e-01
1.23000e+01,7.66549e-01,1.72025e-01,-8.01537e-02,1.10215e+00,-6.87945e-01
1.24000e+01,7.72832e-01,1.34607e-01,-2.47938e-01,1.09820e+00,-6.87512e-01
1.25000e+01,7.79115e-01,9.96127e-02,-1.79654e-01,1.09427e+00,-6.87078e-01
1.26000e+01,7.85398e-01,9.52616e-02,1.22605e-01,1.09037e+00,-6.86645e-01
1.27000e+01,7.91681e-01,1.25614e-01,2.58669e-01,1.08650e+00,-6.86211e-01
1.28000e+01,7.97965e-01,1.64653e-01,1.28661e-01,1.08266e+00,-6.85778e-01
1.29000e+01,8.04248e-01,1.89764e-01,-1.06253e-01,1.07884e+00,-6.85344e-01
1.30000e+01,8.10531e-01,1.97167e-01,-3.42016e-01,1.07505e+00,-6.84911e-01
1.31000e+01,8.16814e-01,1.94267e-01,-5.43182e-01,1.07129e+00,-6.84478e-01
1.32000e+01,8.23097e-01,1.87374e-01,-7.15170e-01,1.06755e+00,-6.84044e-01
1.33000e+01,8.29380e-01,1.78376e-01,-8.61271e-01,1.06384e+00,-6.83611e-01
1.34000e+01,8.35664e-01,1.70143e-01,-9.84355e-01,1.06015e+00,-6.83178e-01
1.35000e+01,8.41947e-01,1.62606e-01,-1.09550e+00,1.05649e+00,-6.82744e-01
1.36000e+01,8.48230e-01,1.56145e-01,-1.19274e+00,1.05285e+00,-6.82311e-01
1.37000e+01,8.54513e-01,1.50929e-01,-1.28279e+00,1.04924e+00,-6.81878e-01
1.38000e+01,8.60796e-01,1.46833e-01,-1.36586e+00,1.04565e+00,-6.81444e-01
1.39000e+01,8.67080e-01,1.43848e-01,-1.44573e+00,1.04209e+00,-6.81011e-01
1.40000e+01,8.73363e-01,1.41796e-01,-1.52175e+00,1.03855e+00,-6.80578e-01
1.41000e+01,8.79646e-01,1.40948e-01,-1.59712e+00,1.03503e+00,-6.80145e-01
1.42000e+01,8.85929e-01,1.40860e-01,-1.67289e+00,1.03154e+00,-6.79712e-01
1.43000e+01,8.92212e-01,1.41853e-01,-1.74905e+00,1.02807e+00,-6.79278e-01
1.44000e+01,8.98495e-01,1.43818e-01,-1.82841e+00,1.02462e+00,-6.78845e-01
1.45000e+01,9.04779e-01,1.46744e-01,-1.91273e+00,1.02120e+00,-6.78412e-01
1.46000e+01,9.11062e-01,1.50566e-01,-2.00148e+00,1.01780e+00,-6.77980e-01
1.47000e+01,9.17345e-01,1.55630e-01,-2.09981e+00,1.01442e+00,-6.77550e-01
1.48000e+01,9.23628e-01,1.61273e-01,-2.20913e+00,1.01106e+00,-6.77110e-01
1.49000e+01,9.29911e-01,1.67755e-01,-2.33204e+00,1.00772e+00,-6.76678e-01
1.50000e+01,9.36195e-01,1.74338e-01,-2.47502e+00,1.00441e+00,-6.76246e-01
1.51000e+01,9.42478e-01,1.79729e-01,-2.64337e+00,1.00112e+00,-6.75813e-01
1.52000e+01,9.48761e-01,1.81297e-01,-2.84174e+00,9.97846e-01,-6.75380e-01
1.53000e+01,9.55044e-01,1.75388e-01,-3.07424e+00,9.94596e-01,-6.74947e-01
1.54000e+01,9.61327e-01,1.55002e-01,2.95101e+00,9.91367e-01,-6.74514e-01
1.55000e+01,9.67611e-01,1.17977e-01,2.74360e+00,9.88158e-01,-6.74082e-01
1.56000e+01,9.73894e-01,7.91786e-02,2.75687e+00,9.84970e-01,-6.73649e-01
1.57000e+01,9.80177e-01,6.16516e-02,3.13194e+00,9.81802e-01,-6.73216e-01
1.58000e+01,9.86460e-01,7.81348e-02,-2.75860e+00,9.78654e-01,-6.72783e-01
1.59000e+01,9.92743e-01,1.17092e-01,-2.74120e+00,9.75526e-01,-6.72351e-01
1.60000e+01,9.99026e-01,1.53915e-01,-2.94439e+00,9.72418e-01,-6.71918e-01
1.61000e+01,1.00531e+00,1.75122e-01,3.08223e+00,9.69329e-01,-6.71485e-01
1.62000e+01,1.01159e+00,1.81259e-01,2.84712e+00,9.66259e-01,-6.71053e-01
1.63000e+01,1.01788e+00,1.79828e-01,2.64922e+00,9.63209e-01,-6.70620e-01
1.64000e+01,1.02416e+00,1.74569e-01,2.47872e+00,9.60178e-01,-6.70187e-01
1.65000e+01,1.03044e+00,1.67841e-01,2.33614e+00,9.57165e-01,-6.69755e-01
1.66000e+01,1.03673e+00,1.61541e-01,2.21259e+00,9.54171e-01,-6.69322e-01
1.67000e+01,1.04301e+00,1.55759e-01,2.10218e+00,9.51195e-01,-6.68890e-01
1.68000e+01,1.04929e+00,1.50637e-01,2.00453e+00,9.48237e-01,-6.68458e-01
1.69000e+01,1.05558e+00,1.46914e-01,1.91532e+00,9.45298e-01,-6.68025e-01
1.70000e+01,1.06186e+00,1.43865e-01,1.83000e+00,9.42377e-01,-6.67593e-01
1.71000e+01,1.06814e+00,1.41837e-01,1.75211e+00,9.39473e-01,-6.67161e-01
1.72000e+01,1.07442e+00,1.40984e-01,1.67452e+00,9.36587e-01,-6.66728e-01
1.73000e+01,1.08071e+00,1.40828e-01,1.59913e+00,9.33718e-01,-6.66296e-01
1.74000e+01,1.08699e+00,1.41798e-01,1.52449e+00,9.30867e-01,-6.65864e-01
1.75000e+01,1.09327e+00,1.43821e-01,1.44734e+00,9.28033e-01,-6.65432e-01
1.76000e+01,1.09956e+00,1.46654e-01,1.36827e+00,9.25215e-01,-6.65000e-01
1.77000e+01,1.10584e+00,1.50826e-01,1.28552e+00,9.22415e-01,-6.64568e-01
1.78000e+01,1.11212e+00,1.56050e-01,1.19532e+00,9.19631e-01,-6.64136e-01
1.79000e+01,1.11841e+00,1.62294e-01,1.09755e+00,9.16863e-01,-6.63707e-01
1.80000e+01,1.12469e+00,1.69931e-01,9.89492e-01,9.14114e-01,-6.63271e-01
1.81000e+01,1.13097e+00,1.78358e-01,8.63131e-01,9.11379e-01,-6.62840e-01
1.82000e+01,1.13726e+00,1.86696e-01,7.20275e-01,9.08661e-01,-6.62408e-01
1.83000e+01,1.14354e+00,1.94525e-01,5.49631e-01,9.05958e-01,-6.61976e-01
1.84000e+01,1.14982e+00,1.97065e-01,3.45857e-01,9.03271e-01,-6.61545e-01
1.85000e+01,1.15611e+00,1.89975e-01,1.15259e-01,9.00600e-01,-6.61113e-01
1.86000e+01,1.16239e+00,1.65958e-01,-1.23450e-01,8.97945e-01,-6.60681e-01
1.87000e+01,1.16867e+00,1.26518e-01,-2.58731e-01,8.95305e-01,-6.60250e-01
1.88000e+01,1.17496e+00,9.58050e-02,-1.29140e-01,8.92680e-01,-6.59818e-01
1.89000e+01,1.18124e+00,9.89432e-02,1.72015e-01,8.90070e-01,-6.59386e-01
1.90000e+01,1.18752e+00,1.33447e-01,2.50483e-01,8.87476e-01,-6.58955e-01
1.91000e+01,1.19381e+00,1.71121e-01,8.64295e-02,8.84896e-01,-6.58523e-01
1.92000e+01,1.20009e+00,1.92292e-01,-1.54372e-01,8.82328e-01,-6.58087e-01
1.93000e+01,1.20637e+00,1.97189e-01,-3.82978e-01,8.79784e-01,-6.57667e-01
1.94000e+01,1.21265e+00,1.93239e-01,-5.79658e-01,8.77246e-01,-6.57232e-01
1.95000e+01,1.21894e+00,1.85511e-01,-7.45003e-01,8.74725e-01,-6.56800e-01
1.96000e+01,1.22522e+00,1.76907e-01,-8.86523e-01,8.72217e-01,-6.56369e-01
1.97000e+01,1.23150e+00,1.68464e-01,-1.00767e+00,8.69724e-01,-6.55938e-01
1.98000e+01,1.23779e+00,1.61290e-01,-1.11422e+00,8.67245e-01,-6.55507e-01
1.99000e+01,1.24407e+00,1.55125e-01,-1.21164e+00,8.64780e-01,-6.55076e-01
2.00000e+01,1.25035e+00,1.49897e-01,-1.29912e+00,8.62329e-01,-6.54645e-01
2.01000e+01,1.25664e+00,1.46295e-01,-1.38126e+00,8.59891e-01,-6.54214e-01
2.02000e+01,1.26292e+00,1.43324e-01,-1.46137e+00,8.57467e-01,-6.53783e-01
2.03000e+01,1.26920e+00,1.41522e-01,-1.53597e+00,8.55057e-01,-6.53352e-01
2.04000e+01,1.27549e+00,1.40907e-01,-1.61181e+00,8.52660e-01,-6.52922e-01
2.05000e+01,1.28177e+00,1.40971e-01,-1.68782e+00,8.50276e-01,-6.52491e-01
2.06000e+01,1.28805e+00,1.42094e-01,-1.76413e+00,8.47905e-01,-6.52061e-01
2.07000e+01,1.29434e+00,1.44398e-01,-1.84392e+00,8.45547e-01,-6.51630e-01
2.08000e+01,1.30062e+00,1.47388e-01,-1.93046e+00,8.43202e-01,-6.51200e-01
2.09000e+01,1.30690e+00,1.51361e-01,-2.01890e+00,8.40870e-01,-6.50769e-01
2.10000e+01,1.31319e+00,1.56886e-01,-2.12030e+00,8.38551e-01,-6.50339e-01
2.11000e+01,1.31947e+00,1.62272e-01,-2.23259e+00,8.36244e-01,-6.49909e-01
2.12000e+01,1.32575e+00,1.69135e-01,-2.35669e+00,8.33950e-01,-6.49478e-01
2.13000e+01,1.33204e+00,1.75639e-01,-2.50678e+00,8.31668e-01,-6.49048e-01
2.14000e+01,1.33832e+00,1.80224e-01,-2.67913e+00,8.29398e-01,-6.48618e-01
2.15000e+01,1.34460e+00,1.81051e-01,-2.88349e+00,8.27141e-01,-6.48188e-01
2.16000e+01,1.35088e+00,1.72811e-01,-3.12440e+00,8.24896e-01,-6.47758e-01
2.17000e+01,1.35717e+00,1.48764e-01,2.90326e+00,8.22662e-01,-6.47328e-01
2.18000e+01,1.36345e+00,1.10000e-01,2.72261e+00,8.20441e-01,-6.46898e-01
2.19000e+01,1.36973e+00,7.33584e-02,2.80092e+00,8.18232e-01,-6.46469e-01
2.20000e+01,1.37602e+00,6.22370e-02,-3.05394e+00,8.16034e-01,-6.46039e-01
2.21000e+01,1.38230e+00,8.46708e-02,-2.72792e+00,8.13848e-01,-6.45609e-01
2.22000e+01,1.38858e+00,1.25042e-01,-2.76909e+00,8.11673e-01,-6.45180e-01
2.23000e+01,1.39487e+00,1.59555e-01,-2.99422e+00,8.09510e-01,-6.44750e-01
2.24000e+01,1.40115e+00,1.77078e-01,3.03368e+00,8.07358e-01,-6.44320e-01
2.25000e+01,1.40743e+00,1.81525e-01,2.80679e+00,8.05218e-01,-6.43891e-01
2.26000e+01,1.41372e+00,1.79032e-01,2.61290e+00,8.03088e-01,-6.43462e-01
2.27000e+01,1.42000e+00,1.73185e-01,2.44983e+00,8.00970e-01,-6.43031e-01
2.28000e+01,1.42628e+00,1.66714e-01,2.31070e+00,7.98863e-01,-6.42603e-01
2.29000e+01,1.43257e+00,1.60272e-01,2.18975e+00,7.96767e-01,-6.42174e-01
2.30000e+01,1.43885e+00,1.54714e-01,2.08296e+00,7.94681e-01,-6.41745e-01
2.31000e+01,1.44513e+00,1.49853e-01,1.98616e+00,7.92607e-01,-6.41315e-01
2.32000e+01,1.45142e+00,1.46219e-01,1.89856e+00,7.90543e-01,-6.40886e-01
2.33000e+01,1.45770e+00,1.43395e-01,1.81451e+00,7.88489e-01,-6.40457e-01
2.34000e+01,1.46398e+00,1.41631e-01,1.73703e+00,7.86447e-01,-6.40028e-01
2.35000e+01,1.47027e+00,1.40835e-01,1.65927e+00,7.84415e-01,-6.39599e-01
2.36000e+01,1.47655e+00,1.40940e-01,1.58556e+00,7.82393e-01,-6.39170e-01
2.37000e+01,1.48283e+00,1.42189e-01,1.50871e+00,7.80383e-01,-6.38740e-01
2.38000e+01,1.48911e+00,1.44156e-01,1.43269e+00,7.78387e-01,-6.38310e-01
2.39000e+01,1.49540e+00,1.47498e-01,1.35279e+00,7.76361e-01,-6.37873e-01
2.40000e+01,1.50168e+00,1.51708e-01,1.26787e+00,7.74408e-01,-6.37385e-01
2.41000e+01,1.50796e+00,1.57122e-01,1.17763e+00,7.72427e-01,-6.37048e-01
2.42000e+01,1.51425e+00,1.63783e-01,1.07746e+00,7.70467e-01,-6.36610e-01
2.43000e+01,1.52053e+00,1.71457e-01,9.65874e-01,7.68516e-01,-6.36179e-01
2.44000e+01,1.52681e+00,1.79969e-01,8.37629e-01,7.66575e-01,-6.35749e-01
2.45000e+01,1.53310e+00,1.88469e-01,6.89070e-01,7.64641e-01,-6.35322e-01
2.46000e+01,1.53938e+00,1.95412e-01,5.12501e-01,7.62720e-01,-6.34892e-01
2.47000e+01,1.54566e+00,1.96747e-01,3.03682e-01,7.60807e-01,-6.34464e-01
2.48000e+01,1.55195e+00,1.86839e-01,6.67293e-02,7.58903e-01,-6.34036e-01
2.49000e+01,1.55823e+00,1.58959e-01,-1.62135e-01,7.57009e-01,-6.33608e-01
2.50000e+01,1.56451e+00,1.18994e-01,-2.58620e-01,7.55124e-01,-6.33179e-01
2.51000e+01,1.57080e+00,9.32271e-02,-7.16633e-02,7.53248e-01,-6.32752e-01
2.52000e+01,1.57708e+00,1.03983e-01,2.12647e-01,7.51382e-01,-6.32324e-01
2.53000e+01,1.58336e+00,1.41383e-01,2.31404e-01,7.49524e-01,-6.31897e-01
2.54000e+01,1.58965e+00,1.76739e-01,4.22224e-02,7.47676e-01,-6.31469e-01
2.55000e+01,1.59593e+00,1.94384e-01,-2.01500e-01,7.45836e-01,-6.31042e-01
2.56000e+01,1.60221e+00,1.96777e-01,-4.23659e-01,7.44006e-01,-6.30614e-01
2.57000e+01,1.60850e+00,1.92032e-01,-6.13882e-01,7.42184e-01,-6.30187e-01
2.58000e+01,1.61478e+00,1.83787e-01,-7.74446e-01,7.40372e-01,-6.29760e-01
2.59000e+01,1.62106e+00,1.75258e-01,-9.11378e-01,7.38567e-01,-6.29333e-01
2.60000e+01,1.62734e+00,1.66927e-01,-1.02939e+00,7.36772e-01,-6.28906e-01
2.61000e+01,1.63363e+00,1.60065e-01,-1.13370e+00,7.34985e-01,-6.28479e-01
2.62000e+01,1.63991e+00,1.53975e-01,-1.22965e+00,7.33207e-01,-6.28052e-01
2.63000e+01,1.64619e+00,1.49110e-01,-1.31493e+00,7.31437e-01,-6.27624e-01
2.64000e+01,1.65248e+00,1.45667e-01,-1.39744e+00,7.29676e-01,-6.27198e-01
2.65000e+01,1.65876e+00,1.42858e-01,-1.47595e+00,7.27923e-01,-6.26772e-01
2.66000e+01,1.66504e+00,1.41344e-01,-1.55065e+00,7.26178e-01,-6.26345e-01
2.67000e+01,1.67133e+00,1.40843e-01,-1.62657e+00,7.24442e-01,-6.25918e-01
2.68000e+01,1.67761e+00,1.41119e-01,-1.70261e+00,7.22713e-01,-6.25492e-01
2.69000e+01,1.68389e+00,1.42432e-01,-1.77913e+00,7.20993e-01,-6.25066e-01
2.70000e+01,1.69018e+00,1.44967e-01,-1.86041e+00,7.19281e-01,-6.24639e-01
2.71000e+01,1.69646e+00,1.48019e-01,-1.94733e+00,7.17577e-01,-6.24213e-01
2.72000e+01,1.70274e+00,1.52375e-01,-2.03733e+00,7.15881e-01,-6.23787e-01
2.73000e+01,1.70903e+00,1.57924e-01,-2.14153e+00,7.14193e-01,-6.23362e-01
2.74000e+01,1.71531e+00,1.63491e-01,-2.25538e+00,7.12511e-01,-6.22947e-01
2.75000e+01,1.72159e+00,1.70476e-01,-2.38364e+00,7.10841e-01,-6.22506e-01
2.76000e+01,1.72788e+00,1.76757e-01,-2.53847e+00,7.09176e-01,-6.22081e-01
2.77000e+01,1.73416e+00,1.80765e-01,-2.71625e+00,7.07519e-01,-6.21656e-01
2.78000e+01,1.74044e+00,1.80329e-01,-2.92719e+00,7.05870e-01,-6.21230e-01
2.79000e+01,1.74673e+00,1.69655e-01,3.10862e+00,7.04228e-01,-6.20805e-01
2.80000e+01,1.75301e+00,1.41975e-01,2.85735e+00,7.02594e-01,-6.20379e-01
2.81000e+01,1.75929e+00,1.01980e-01,2.71161e+00,7.00967e-01,-6.19954e-01
