time, omega, abs(psi(t)), arg(psi(t)), abs(psi(omega)), arg(psi(omega))
1.41000e+01,8.79646e+00,1.84780e-01,1.71211e+00,5.91411e-01,-9.23465e-01
1.42000e+01,8.85929e+00,1.85151e-01,2.08533e+00,5.84606e-01,-9.19812e-01
1.43000e+01,8.92212e+00,1.98556e-01,2.45148e+00,5.77962e-01,-9.16179e-01
1.44000e+01,8.98495e+00,2.16995e-01,2.75053e+00,5.71467e-01,-9.12547e-01
1.45000e+01,9.04779e+00,2.28806e-01,3.00904e+00,5.65116e-01,-9.08911e-01
1.46000e+01,9.11062e+00,2.32539e-01,-3.02169e+00,5.58908e-01,-9.05285e-01
1.47000e+01,9.17345e+00,2.29893e-01,-2.75653e+00,5.52836e-01,-9.01664e-01
1.48000e+01,9.23628e+00,2.26363e-01,-2.46608e+00,5.46897e-01,-8.98046e-01
1.49000e+01,9.29911e+00,2.28048e-01,-2.17567e+00,5.41081e-01,-8.94452e-01
1.50000e+01,9.36195e+00,2.28931e-01,-1.91964e+00,5.35395e-01,-8.90832e-01
1.51000e+01,9.42478e+00,2.20523e-01,-1.68018e+00,5.29830e-01,-8.87231e-01
1.52000e+01,9.48761e+00,2.03041e-01,-1.42304e+00,5.24379e-01,-8.83631e-01
1.53000e+01,9.55044e+00,1.81657e-01,-1.12192e+00,5.19029e-01,-8.80008e-01
1.54000e+01,9.61327e+00,1.62797e-01,-7.62014e-01,5.13819e-01,-8.76458e-01
1.55000e+01,9.67611e+00,1.53331e-01,-3.52043e-01,5.08696e-01,-8.72873e-01
1.56000e+01,9.73894e+00,1.55575e-01,4.02771e-02,5.03684e-01,-8.69294e-01
1.57000e+01,9.80177e+00,1.59902e-01,3.62121e-01,4.98762e-01,-8.65709e-01
1.58000e+01,9.86460e+00,1.55348e-01,6.44827e-01,4.93943e-01,-8.62136e-01
1.59000e+01,9.92743e+00,1.40678e-01,9.55171e-01,4.89220e-01,-8.58565e-01
1.60000e+01,9.99026e+00,1.23264e-01,1.36033e+00,4.84577e-01,-8.55013e-01
1.61000e+01,1.00531e+01,1.17485e-01,1.87709e+00,4.80037e-01,-8.51447e-01
1.62000e+01,1.01159e+01,1.29975e-01,2.35912e+00,4.75580e-01,-8.47889e-01
1.63000e+01,1.01788e+01,1.47369e-01,2.73373e+00,4.71208e-01,-8.44336e-01
1.64000e+01,1.02416e+01,1.62391e-01,3.06077e+00,4.66917e-01,-8.40786e-01
1.65000e+01,1.03044e+01,1.74995e-01,-2.91806e+00,4.62707e-01,-8.37240e-01
1.66000e+01,1.03673e+01,1.84390e-01,-2.62483e+00,4.58574e-01,-8.33698e-01
1.67000e+01,1.04301e+01,1.90939e-01,-2.33135e+00,4.54520e-01,-8.30166e-01
1.68000e+01,1.04929e+01,1.96589e-01,-2.03348e+00,4.50534e-01,-8.26650e-01
1.69000e+01,1.05558e+01,2.02701e-01,-1.74249e+00,4.46623e-01,-8.23094e-01
1.70000e+01,1.06186e+01,2.05945e-01,-1.46752e+00,4.42784e-01,-8.19568e-01
1.71000e+01,1.06814e+01,2.03512e-01,-1.18796e+00,4.39006e-01,-8.16036e-01
1.72000e+01,1.07442e+01,1.98769e-01,-8.86984e-01,4.35298e-01,-8.12514e-01
1.73000e+01,1.08071e+01,1.94760e-01,-5.70152e-01,4.31661e-01,-8.08999e-01
1.74000e+01,1.08699e+01,1.91832e-01,-2.41638e-01,4.28081e-01,-8.05479e-01
1.75000e+01,1.09327e+01,1.92111e-01,9.84254e-02,4.24563e-01,-8.01965e-01
1.76000e+01,1.09956e+01,1.97776e-01,4.23367e-01,4.21106e-01,-7.98454e-01
1.77000e+01,1.10584e+01,2.01350e-01,7.09651e-01,4.17708e-01,-7.94946e-01
1.78000e+01,1.11212e+01,1.96709e-01,1.00094e+00,4.14367e-01,-7.91439e-01
1.79000e+01,1.11841e+01,1.92588e-01,1.32860e+00,4.11085e-01,-7.87932e-01
1.80000e+01,1.12469e+01,1.94030e-01,1.64604e+00,4.07872e-01,-7.84406e-01
1.81000e+01,1.13097e+01,1.90740e-01,1.93850e+00,4.04624e-01,-7.81015e-01
1.82000e+01,1.13726e+01,1.81989e-01,2.26315e+00,4.01521e-01,-7.77485e-01
1.83000e+01,1.14354e+01,1.78324e-01,2.62551e+00,3.98460e-01,-7.73973e-01
1.84000e+01,1.14982e+01,1.81581e-01,2.97589e+00,3.95431e-01,-7.70490e-01
1.85000e+01,1.15611e+01,1.85804e-01,-2.98670e+00,3.92454e-01,-7.67003e-01
1.86000e+01,1.16239e+01,1.86748e-01,-2.68542e+00,3.89523e-01,-7.63519e-01
1.87000e+01,1.16867e+01,1.82439e-01,-2.37977e+00,3.86638e-01,-7.60037e-01
1.88000e+01,1.17496e+01,1.75859e-01,-2.04368e+00,3.83799e-01,-7.56547e-01
1.89000e+01,1.18124e+01,1.73057e-01,-1.67764e+00,3.81000e-01,-7.53175e-01
1.90000e+01,1.18752e+01,1.76210e-01,-1.30924e+00,3.78249e-01,-7.49628e-01
1.91000e+01,1.19381e+01,1.84301e-01,-9.60563e-01,3.75539e-01,-7.46154e-01
1.92000e+01,1.20009e+01,1.93539e-01,-6.48571e-01,3.72870e-01,-7.42685e-01
1.93000e+01,1.20637e+01,1.97982e-01,-3.54399e-01,3.70242e-01,-7.39220e-01
1.94000e+01,1.21265e+01,1.99811e-01,-5.29464e-02,3.67652e-01,-7.35757e-01
1.95000e+01,1.21894e+01,2.00694e-01,2.48127e-01,3.65102e-01,-7.32296e-01
1.96000e+01,1.22522e+01,1.99444e-01,5.59712e-01,3.62588e-01,-7.28835e-01
1.97000e+01,1.23150e+01,2.02099e-01,8.86120e-01,3.60113e-01,-7.25383e-01
1.98000e+01,1.23779e+01,2.09085e-01,1.18417e+00,3.57674e-01,-7.21928e-01
1.99000e+01,1.24407e+01,2.11734e-01,1.45254e+00,3.55270e-01,-7.18477e-01
2.00000e+01,1.25035e+01,2.08986e-01,1.71679e+00,3.52901e-01,-7.15027e-01
2.01000e+01,1.25664e+01,2.01196e-01,1.97814e+00,3.50566e-01,-7.11580e-01
2.02000e+01,1.26292e+01,1.86787e-01,2.25033e+00,3.48264e-01,-7.08134e-01
2.03000e+01,1.26920e+01,1.67096e-01,2.55945e+00,3.45995e-01,-7.04689e-01
2.04000e+01,1.27549e+01,1.47883e-01,2.94685e+00,3.43747e-01,-7.01218e-01
2.05000e+01,1.28177e+01,1.40754e-01,-2.87156e+00,3.41567e-01,-6.97826e-01
2.06000e+01,1.28805e+01,1.49875e-01,-2.42977e+00,3.39374e-01,-6.94375e-01
2.07000e+01,1.29434e+01,1.64789e-01,-2.07846e+00,3.37232e-01,-6.90940e-01
2.08000e+01,1.30062e+01,1.74742e-01,-1.78247e+00,3.35118e-01,-6.87506e-01
2.09000e+01,1.30690e+01,1.78163e-01,-1.49259e+00,3.33032e-01,-6.84074e-01
2.10000e+01,1.31319e+01,1.79395e-01,-1.19647e+00,3.30976e-01,-6.80641e-01
2.11000e+01,1.31947e+01,1.78365e-01,-9.08421e-01,3.28952e-01,-6.77197e-01
2.12000e+01,1.32575e+01,1.72195e-01,-6.17179e-01,3.26927e-01,-6.73840e-01
2.13000e+01,1.33204e+01,1.62916e-01,-2.97552e-01,3.24962e-01,-6.70386e-01
2.14000e+01,1.33832e+01,1.54418e-01,4.97276e-02,3.23014e-01,-6.66959e-01
2.15000e+01,1.34460e+01,1.46619e-01,4.25817e-01,3.21092e-01,-6.63537e-01
2.16000e+01,1.35088e+01,1.44355e-01,8.42375e-01,3.19195e-01,-6.60117e-01
2.17000e+01,1.35717e+01,1.50968e-01,1.24420e+00,3.17323e-01,-6.56700e-01
2.18000e+01,1.36345e+01,1.59528e-01,1.60552e+00,3.15477e-01,-6.53285e-01
2.19000e+01,1.36973e+01,1.68026e-01,1.95944e+00,3.13663e-01,-6.49869e-01
2.20000e+01,1.37602e+01,1.80797e-01,2.29712e+00,3.11875e-01,-6.46512e-01
2.21000e+01,1.38230e+01,1.93319e-01,2.59273e+00,3.10049e-01,-6.43038e-01
2.22000e+01,1.38858e+01,1.99931e-01,2.87473e+00,3.08303e-01,-6.39635e-01
2.23000e+01,1.39487e+01,2.02708e-01,-3.11804e+00,3.06573e-01,-6.36229e-01
2.24000e+01,1.40115e+01,2.03746e-01,-2.81441e+00,3.04863e-01,-6.32824e-01
2.25000e+01,1.40743e+01,2.06726e-01,-2.49858e+00,3.03174e-01,-6.29420e-01
2.26000e+01,1.41372e+01,2.12543e-01,-2.19335e+00,3.01506e-01,-6.26018e-01
2.27000e+01,1.42000e+01,2.17534e-01,-1.90474e+00,2.99859e-01,-6.22617e-01
2.28000e+01,1.42628e+01,2.19852e-01,-1.62809e+00,2.98233e-01,-6.19218e-01
2.29000e+01,1.43257e+01,2.16908e-01,-1.35587e+00,2.96629e-01,-6.15819e-01
2.30000e+01,1.43885e+01,2.09369e-01,-1.06694e+00,2.95057e-01,-6.12423e-01
2.31000e+01,1.44513e+01,2.00631e-01,-7.56392e-01,2.93456e-01,-6.09035e-01
2.32000e+01,1.45142e+01,1.92235e-01,-4.15200e-01,2.91915e-01,-6.05637e-01
2.33000e+01,1.45770e+01,1.91681e-01,-4.13530e-02,2.90388e-01,-6.02244e-01
2.34000e+01,1.46398e+01,2.02871e-01,3.00126e-01,2.88880e-01,-5.98853e-01
2.35000e+01,1.47027e+01,2.12866e-01,5.74332e-01,2.87410e-01,-5.95470e-01
2.36000e+01,1.47655e+01,2.12307e-01,8.27362e-01,2.85890e-01,-5.92063e-01
2.37000e+01,1.48283e+01,2.04613e-01,1.09461e+00,2.84441e-01,-5.88669e-01
2.38000e+01,1.48911e+01,1.93120e-01,1.37751e+00,2.82996e-01,-5.85357e-01
2.39000e+01,1.49540e+01,1.77973e-01,1.68617e+00,2.81576e-01,-5.81928e-01
2.40000e+01,1.50168e+01,1.63149e-01,2.04646e+00,2.80170e-01,-5.78539e-01
2.41000e+01,1.50796e+01,1.55989e-01,2.45043e+00,2.78782e-01,-5.75178e-01
2.42000e+01,1.51425e+01,1.57984e-01,2.85074e+00,2.77407e-01,-5.71770e-01
2.43000e+01,1.52053e+01,1.64282e-01,-3.07484e+00,2.76044e-01,-5.68402e-01
2.44000e+01,1.52681e+01,1.67353e-01,-2.74351e+00,2.74702e-01,-5.65027e-01
2.45000e+01,1.53310e+01,1.68833e-01,-2.39485e+00,2.73376e-01,-5.61642e-01
2.46000e+01,1.53938e+01,1.76390e-01,-2.04500e+00,2.72064e-01,-5.58263e-01
2.47000e+01,1.54566e+01,1.86485e-01,-1.74532e+00,2.70772e-01,-5.54893e-01
2.48000e+01,1.55195e+01,1.88439e-01,-1.48068e+00,2.69488e-01,-5.51505e-01
2.49000e+01,1.55823e+01,1.80732e-01,-1.19147e+00,2.68227e-01,-5.48121e-01
2.50000e+01,1.56451e+01,1.73572e-01,-8.51239e-01,2.67011e-01,-5.44701e-01
2.51000e+01,1.57080e+01,1.72612e-01,-4.96540e-01,2.65766e-01,-5.41656e-01
2.52000e+01,1.57708e+01,1.75303e-01,-1.56882e-01,2.64432e-01,-5.38014e-01
2.53000e+01,1.58336e+01,1.77982e-01,1.61020e-01,2.63193e-01,-5.34517e-01
2.54000e+01,1.58965e+01,1.76713e-01,4.69324e-01,2.62057e-01,-5.31385e-01
2.55000e+01,1.59593e+01,1.72306e-01,8.04445e-01,2.60874e-01,-5.27941e-01
2.56000e+01,1.60221e+01,1.73522e-01,1.16480e+00,2.59713e-01,-5.24871e-01
2.57000e+01,1.60850e+01,1.79504e-01,1.49368e+00,2.58542e-01,-5.21266e-01
2.58000e+01,1.61478e+01,1.81583e-01,1.80221e+00,2.57394e-01,-5.17888e-01
2.59000e+01,1.62106e+01,1.82172e-01,2.12484e+00,2.56259e-01,-5.14519e-01
2.60000e+01,1.62734e+01,1.85600e-01,2.44586e+00,2.55135e-01,-5.11155e-01
2.61000e+01,1.63363e+01,1.89184e-01,2.74408e+00,2.54024e-01,-5.07793e-01
2.62000e+01,1.63991e+01,1.88322e-01,3.02657e+00,2.52925e-01,-5.04432e-01
2.63000e+01,1.64619e+01,1.81771e-01,-2.96359e+00,2.51837e-01,-5.01072e-01
2.64000e+01,1.65248e+01,1.73983e-01,-2.64003e+00,2.50761e-01,-4.97713e-01
2.65000e+01,1.65876e+01,1.69175e-01,-2.30136e+00,2.49696e-01,-4.94355e-01
2.66000e+01,1.66504e+01,1.65103e-01,-1.96699e+00,2.48643e-01,-4.90997e-01
2.67000e+01,1.67133e+01,1.59547e-01,-1.62308e+00,2.47600e-01,-4.87638e-01
2.68000e+01,1.67761e+01,1.54856e-01,-1.25779e+00,2.46570e-01,-4.84273e-01
2.69000e+01,1.68389e+01,1.52248e-01,-8.74429e-01,2.45551e-01,-4.80881e-01
2.70000e+01,1.69018e+01,1.54958e-01,-4.70253e-01,2.44525e-01,-4.77777e-01
2.71000e+01,1.69646e+01,1.66247e-01,-9.16449e-02,2.43535e-01,-4.74279e-01
2.72000e+01,1.70274e+01,1.78232e-01,2.30424e-01,2.42548e-01,-4.70898e-01
2.73000e+01,1.70903e+01,1.84113e-01,5.40301e-01,2.41566e-01,-4.67646e-01
2.74000e+01,1.71531e+01,1.89336e-01,8.72880e-01,2.40599e-01,-4.64228e-01
2.75000e+01,1.72159e+01,1.99905e-01,1.19923e+00,2.39640e-01,-4.60869e-01
2.76000e+01,1.72788e+01,2.10656e-01,1.49457e+00,2.38729e-01,-4.57750e-01
2.77000e+01,1.73416e+01,2.17486e-01,1.78035e+00,2.37755e-01,-4.54169e-01
2.78000e+01,1.74044e+01,2.22821e-01,2.06998e+00,2.36827e-01,-4.50815e-01
2.79000e+01,1.74673e+01,2.28754e-01,2.35242e+00,2.35911e-01,-4.47457e-01
2.80000e+01,1.75301e+01,2.31584e-01,2.61742e+00,2.35011e-01,-4.44084e-01
2.81000e+01,1.75929e+01,2.27280e-01,2.88581e+00,2.34171e-01,-4.40600e-01
2.82000e+01,1.76558e+01,2.21104e-01,-3.09910e+00,2.33113e-01,-4.37721e-01
