time, omega, abs(psi(t)), arg(psi(t)), abs(psi(omega)), arg(psi(omega))
1.64500e+02,1.03296e+01,1.87580e-01,-1.96533e+00,2.40667e-01,3.30112e-01
1.64600e+02,1.03358e+01,1.90835e-01,-1.61637e+00,2.40455e-01,3.30541e-01
1.64700e+02,1.03421e+01,1.99978e-01,-1.31378e+00,2.40243e-01,3.30971e-01
1.64800e+02,1.03484e+01,2.01777e-01,-1.05605e+00,2.40032e-01,3.31400e-01
1.64900e+02,1.03547e+01,1.93419e-01,-7.80367e-01,2.39821e-01,3.31829e-01
1.65000e+02,1.03610e+01,1.85662e-01,-4.65316e-01,2.39611e-01,3.32258e-01
1.65100e+02,1.03673e+01,1.81679e-01,-1.50792e-01,2.39401e-01,3.32687e-01
1.65200e+02,1.03735e+01,1.76757e-01,1.49467e-01,2.39191e-01,3.33115e-01
1.65300e+02,1.03798e+01,1.67716e-01,4.40425e-01,2.38982e-01,3.33544e-01
1.65400e+02,1.03861e+01,1.50931e-01,7.51817e-01,2.38773e-01,3.33972e-01
1.65500e+02,1.03924e+01,1.32168e-01,1.15729e+00,2.38565e-01,3.34401e-01
1.65600e+02,1.03987e+01,1.27097e-01,1.65929e+00,2.38357e-01,3.34829e-01
1.65700e+02,1.04050e+01,1.39016e-01,2.11867e+00,2.38150e-01,3.35258e-01
1.65800e+02,1.04112e+01,1.55403e-01,2.47518e+00,2.37942e-01,3.35701e-01
1.65900e+02,1.04175e+01,1.65209e-01,2.78426e+00,2.37739e-01,3.36088e-01
1.66000e+02,1.04238e+01,1.70178e-01,3.10629e+00,2.37535e-01,3.36511e-01
1.66100e+02,1.04301e+01,1.76306e-01,-2.84171e+00,2.37344e-01,3.36879e-01
1.66200e+02,1.04364e+01,1.85540e-01,-2.51645e+00,2.37086e-01,3.37508e-01
1.66300e+02,1.04427e+01,1.94637e-01,-2.21594e+00,2.36900e-01,3.37863e-01
1.66400e+02,1.04489e+01,1.99947e-01,-1.92880e+00,2.36698e-01,3.38277e-01
1.66500e+02,1.04552e+01,2.00891e-01,-1.63622e+00,2.36495e-01,3.38699e-01
1.66600e+02,1.04615e+01,1.99881e-01,-1.32580e+00,2.36291e-01,3.39122e-01
1.66700e+02,1.04678e+01,2.00574e-01,-9.97505e-01,2.36087e-01,3.39545e-01
1.66800e+02,1.04741e+01,2.05048e-01,-6.68013e-01,2.35883e-01,3.39966e-01
1.66900e+02,1.04804e+01,2.12042e-01,-3.47502e-01,2.35665e-01,3.40313e-01
1.67000e+02,1.04866e+01,2.21684e-01,-4.19027e-02,2.35420e-01,3.40486e-01
1.67100e+02,1.04929e+01,2.31697e-01,2.35454e-01,2.35283e-01,3.41291e-01
1.67200e+02,1.04992e+01,2.36521e-01,4.87354e-01,2.35079e-01,3.41703e-01
1.67300e+02,1.05055e+01,2.32044e-01,7.34628e-01,2.34876e-01,3.42126e-01
1.67400e+02,1.05118e+01,2.20644e-01,1.01272e+00,2.34674e-01,3.42550e-01
1.67500e+02,1.05181e+01,2.12734e-01,1.32493e+00,2.34473e-01,3.42976e-01
1.67600e+02,1.05243e+01,2.09204e-01,1.62548e+00,2.34272e-01,3.43401e-01
1.67700e+02,1.05306e+01,2.01064e-01,1.91578e+00,2.34072e-01,3.43828e-01
1.67800e+02,1.05369e+01,1.90613e-01,2.23192e+00,2.33872e-01,3.44254e-01
1.67900e+02,1.05432e+01,1.82859e-01,2.56665e+00,2.33673e-01,3.44680e-01
1.68000e+02,1.05495e+01,1.77965e-01,2.90455e+00,2.33473e-01,3.45106e-01
1.68100e+02,1.05558e+01,1.74187e-01,-3.04727e+00,2.33275e-01,3.45532e-01
1.68200e+02,1.05620e+01,1.69864e-01,-2.71688e+00,2.33076e-01,3.45958e-01
1.68300e+02,1.05683e+01,1.66127e-01,-2.38622e+00,2.32878e-01,3.46384e-01
1.68400e+02,1.05746e+01,1.60762e-01,-2.06961e+00,2.32680e-01,3.46810e-01
1.68500e+02,1.05809e+01,1.48670e-01,-1.73645e+00,2.32483e-01,3.47236e-01
1.68600e+02,1.05872e+01,1.37267e-01,-1.31883e+00,2.32286e-01,3.47661e-01
1.68700e+02,1.05935e+01,1.38989e-01,-8.63086e-01,2.32089e-01,3.48086e-01
1.68800e+02,1.05997e+01,1.49948e-01,-4.56047e-01,2.31893e-01,3.48511e-01
1.68900e+02,1.06060e+01,1.63174e-01,-1.00248e-01,2.31698e-01,3.48934e-01
1.69000e+02,1.06123e+01,1.76164e-01,2.28203e-01,2.31503e-01,3.49356e-01
1.69100e+02,1.06186e+01,1.90433e-01,5.34276e-01,2.31304e-01,3.49784e-01
1.69200e+02,1.06249e+01,2.04672e-01,8.02035e-01,2.31112e-01,3.50193e-01
1.69300e+02,1.06311e+01,2.11760e-01,1.02910e+00,2.30925e-01,3.50537e-01
1.69400e+02,1.06374e+01,2.04528e-01,1.24996e+00,2.30715e-01,3.51146e-01
1.69500e+02,1.06437e+01,1.86799e-01,1.52013e+00,2.30525e-01,3.51527e-01
1.69600e+02,1.06500e+01,1.70340e-01,1.85679e+00,2.30332e-01,3.51942e-01
1.69700e+02,1.06563e+01,1.60060e-01,2.23493e+00,2.30139e-01,3.52363e-01
1.69800e+02,1.06626e+01,1.56955e-01,2.63100e+00,2.29947e-01,3.52786e-01
1.69900e+02,1.06688e+01,1.58843e-01,3.01484e+00,2.29754e-01,3.53209e-01
1.70000e+02,1.06751e+01,1.63921e-01,-2.88459e+00,2.29562e-01,3.53633e-01
1.70100e+02,1.06814e+01,1.76826e-01,-2.52433e+00,2.29371e-01,3.54058e-01
1.70200e+02,1.06877e+01,1.91390e-01,-2.22772e+00,2.29179e-01,3.54482e-01
1.70300e+02,1.06940e+01,1.97675e-01,-1.96574e+00,2.28988e-01,3.54906e-01
1.70400e+02,1.07003e+01,1.95342e-01,-1.69159e+00,2.28797e-01,3.55331e-01
1.70500e+02,1.07065e+01,1.90853e-01,-1.38695e+00,2.28607e-01,3.55755e-01
1.70600e+02,1.07128e+01,1.88562e-01,-1.07141e+00,2.28416e-01,3.56180e-01
1.70700e+02,1.07191e+01,1.85616e-01,-7.58258e-01,2.28227e-01,3.56604e-01
1.70800e+02,1.07254e+01,1.81987e-01,-4.28841e-01,2.28037e-01,3.57029e-01
1.70900e+02,1.07317e+01,1.82170e-01,-9.45887e-02,2.27848e-01,3.57453e-01
1.71000e+02,1.07380e+01,1.82585e-01,2.19233e-01,2.27659e-01,3.57877e-01
1.71100e+02,1.07442e+01,1.79540e-01,5.30426e-01,2.27470e-01,3.58302e-01
1.71200e+02,1.07505e+01,1.74320e-01,8.54485e-01,2.27281e-01,3.58726e-01
1.71300e+02,1.07568e+01,1.68140e-01,1.19698e+00,2.27092e-01,3.59151e-01
1.71400e+02,1.07631e+01,1.62766e-01,1.57303e+00,2.26899e-01,3.59581e-01
1.71500e+02,1.07694e+01,1.64565e-01,1.98082e+00,2.26753e-01,3.60001e-01
1.71600e+02,1.07757e+01,1.77589e-01,2.36837e+00,2.26540e-01,3.60417e-01
1.71700e+02,1.07819e+01,1.95885e-01,2.68718e+00,2.26351e-01,3.60841e-01
1.71800e+02,1.07882e+01,2.07682e-01,2.95519e+00,2.26164e-01,3.61264e-01
1.71900e+02,1.07945e+01,2.09659e-01,-3.05613e+00,2.25978e-01,3.61686e-01
1.72000e+02,1.08008e+01,2.08755e-01,-2.75560e+00,2.25793e-01,3.62105e-01
1.72100e+02,1.08071e+01,2.10187e-01,-2.43969e+00,2.25612e-01,3.62504e-01
1.72200e+02,1.08134e+01,2.15444e-01,-2.12194e+00,2.25415e-01,3.62998e-01
1.72300e+02,1.08196e+01,2.25863e-01,-1.82838e+00,2.25234e-01,3.63399e-01
1.72400e+02,1.08259e+01,2.33068e-01,-1.58340e+00,2.25051e-01,3.63818e-01
1.72500e+02,1.08322e+01,2.26707e-01,-1.35542e+00,2.24867e-01,3.64239e-01
1.72600e+02,1.08385e+01,2.09090e-01,-1.08834e+00,2.24684e-01,3.64661e-01
1.72700e+02,1.08448e+01,1.93213e-01,-7.57269e-01,2.24500e-01,3.65084e-01
1.72800e+02,1.08511e+01,1.87391e-01,-4.02104e-01,2.24318e-01,3.65506e-01
1.72900e+02,1.08573e+01,1.86923e-01,-7.88148e-02,2.24135e-01,3.65929e-01
1.73000e+02,1.08636e+01,1.80616e-01,2.18122e-01,2.23953e-01,3.66352e-01
1.73100e+02,1.08699e+01,1.67998e-01,5.53571e-01,2.23771e-01,3.66774e-01
1.73200e+02,1.08762e+01,1.61801e-01,9.49046e-01,2.23589e-01,3.67197e-01
1.73300e+02,1.08825e+01,1.67186e-01,1.32745e+00,2.23408e-01,3.67620e-01
1.73400e+02,1.08888e+01,1.73787e-01,1.64742e+00,2.23227e-01,3.68042e-01
1.73500e+02,1.08950e+01,1.74751e-01,1.94637e+00,2.23046e-01,3.68465e-01
1.73600e+02,1.09013e+01,1.72304e-01,2.25327e+00,2.22866e-01,3.68887e-01
1.73700e+02,1.09076e+01,1.68632e-01,2.56170e+00,2.22685e-01,3.69309e-01
1.73800e+02,1.09139e+01,1.61713e-01,2.87514e+00,2.22506e-01,3.69732e-01
1.73900e+02,1.09202e+01,1.52155e-01,-3.06930e+00,2.22326e-01,3.70154e-01
1.74000e+02,1.09265e+01,1.43714e-01,-2.68175e+00,2.22147e-01,3.70576e-01
1.74100e+02,1.09327e+01,1.43615e-01,-2.26305e+00,2.21968e-01,3.70998e-01
1.74200e+02,1.09390e+01,1.51069e-01,-1.87708e+00,2.21790e-01,3.71420e-01
1.74300e+02,1.09453e+01,1.58934e-01,-1.53194e+00,2.21611e-01,3.71842e-01
1.74400e+02,1.09516e+01,1.65058e-01,-1.19909e+00,2.21433e-01,3.72264e-01
1.74500e+02,1.09579e+01,1.71638e-01,-8.72953e-01,2.21256e-01,3.72686e-01
1.74600e+02,1.09642e+01,1.77329e-01,-5.66288e-01,2.21078e-01,3.73107e-01
1.74700e+02,1.09704e+01,1.79105e-01,-2.66543e-01,2.20901e-01,3.73529e-01
1.74800e+02,1.09767e+01,1.76920e-01,4.41404e-02,2.20725e-01,3.73951e-01
1.74900e+02,1.09830e+01,1.73619e-01,3.86094e-01,2.20548e-01,3.74372e-01
1.75000e+02,1.09893e+01,1.74871e-01,7.52697e-01,2.20372e-01,3.74793e-01
1.75100e+02,1.09956e+01,1.82689e-01,1.11861e+00,2.20196e-01,3.75215e-01
1.75200e+02,1.10019e+01,1.98091e-01,1.45551e+00,2.20021e-01,3.75636e-01
1.75300e+02,1.10081e+01,2.15431e-01,1.72918e+00,2.19846e-01,3.76057e-01
1.75400e+02,1.10144e+01,2.21704e-01,1.95992e+00,2.19671e-01,3.76478e-01
1.75500e+02,1.10207e+01,2.13827e-01,2.20870e+00,2.19496e-01,3.76899e-01
1.75600e+02,1.10270e+01,2.02139e-01,2.51641e+00,2.19322e-01,3.77320e-01
1.75700e+02,1.10333e+01,1.98527e-01,2.86108e+00,2.19148e-01,3.77741e-01
1.75800e+02,1.10396e+01,2.01995e-01,-3.09610e+00,2.18974e-01,3.78162e-01
1.75900e+02,1.10458e+01,2.05046e-01,-2.79999e+00,2.18801e-01,3.78583e-01
1.76000e+02,1.10521e+01,2.03145e-01,-2.51844e+00,2.18628e-01,3.79003e-01
1.76100e+02,1.10584e+01,1.95907e-01,-2.22748e+00,2.18455e-01,3.79424e-01
1.76200e+02,1.10647e+01,1.85938e-01,-1.91147e+00,2.18283e-01,3.79845e-01
1.76300e+02,1.10710e+01,1.78067e-01,-1.56045e+00,2.18111e-01,3.80265e-01
1.76400e+02,1.10773e+01,1.75943e-01,-1.20124e+00,2.17939e-01,3.80685e-01
1.76500e+02,1.10835e+01,1.76060e-01,-8.53846e-01,2.17767e-01,3.81106e-01
1.76600e+02,1.10898e+01,1.76482e-01,-5.07505e-01,2.17596e-01,3.81526e-01
1.76700e+02,1.10961e+01,1.79116e-01,-1.61665e-01,2.17425e-01,3.81946e-01
1.76800e+02,1.11024e+01,1.83222e-01,1.74083e-01,2.17254e-01,3.82366e-01
1.76900e+02,1.11087e+01,1.88763e-01,5.01169e-01,2.17084e-01,3.82786e-01
1.77000e+02,1.11150e+01,1.95566e-01,8.05283e-01,2.16914e-01,3.83206e-01
1.77100e+02,1.11212e+01,1.98133e-01,1.08346e+00,2.16744e-01,3.83625e-01
1.77200e+02,1.11275e+01,1.93548e-01,1.36602e+00,2.16574e-01,3.84045e-01
1.77300e+02,1.11338e+01,1.86225e-01,1.67763e+00,2.16405e-01,3.84464e-01
1.77400e+02,1.11401e+01,1.81050e-01,2.00903e+00,2.16236e-01,3.84884e-01
1.77500e+02,1.11464e+01,1.77293e-01,2.33990e+00,2.16068e-01,3.85303e-01
1.77600e+02,1.11527e+01,1.71147e-01,2.67940e+00,2.15900e-01,3.85722e-01
1.77700e+02,1.11589e+01,1.66309e-01,3.06549e+00,2.15732e-01,3.86142e-01
1.77800e+02,1.11652e+01,1.73854e-01,-2.81276e+00,2.15564e-01,3.86561e-01
1.77900e+02,1.11715e+01,1.90920e-01,-2.47454e+00,2.15397e-01,3.86979e-01
1.78000e+02,1.11778e+01,2.03777e-01,-2.19384e+00,2.15230e-01,3.87398e-01
1.78100e+02,1.11841e+01,2.10893e-01,-1.92146e+00,2.15063e-01,3.87817e-01
1.78200e+02,1.11904e+01,2.15494e-01,-1.65879e+00,2.14897e-01,3.88235e-01
1.78300e+02,1.11966e+01,2.15286e-01,-1.40789e+00,2.14731e-01,3.88653e-01
1.78400e+02,1.12029e+01,2.08688e-01,-1.16396e+00,2.14566e-01,3.89071e-01
1.78500e+02,1.12092e+01,1.93114e-01,-9.08942e-01,2.14401e-01,3.89489e-01
1.78600e+02,1.12155e+01,1.72578e-01,-6.00547e-01,2.14237e-01,3.89906e-01
1.78700e+02,1.12218e+01,1.58000e-01,-2.28267e-01,2.14073e-01,3.90323e-01
1.78800e+02,1.12281e+01,1.52040e-01,1.49995e-01,2.13909e-01,3.90739e-01
1.78900e+02,1.12343e+01,1.47866e-01,5.10328e-01,2.13747e-01,3.91155e-01
1.79000e+02,1.12406e+01,1.42334e-01,8.68503e-01,2.13585e-01,3.91569e-01
1.79100e+02,1.12469e+01,1.34783e-01,1.25512e+00,2.13425e-01,3.91982e-01
1.79200e+02,1.12532e+01,1.32689e-01,1.70720e+00,2.13267e-01,3.92393e-01
1.79300e+02,1.12595e+01,1.46349e-01,2.13848e+00,2.13113e-01,3.92799e-01
1.79400e+02,1.12658e+01,1.64371e-01,2.45242e+00,2.12966e-01,3.93195e-01
1.79500e+02,1.12720e+01,1.70264e-01,2.71123e+00,2.12839e-01,3.93565e-01
1.79600e+02,1.12783e+01,1.64234e-01,3.00552e+00,2.12820e-01,3.93790e-01
1.79700e+02,1.12846e+01,1.58330e-01,-2.91820e+00,2.11904e-01,3.95218e-01
1.79800e+02,1.12909e+01,1.58381e-01,-2.53494e+00,2.12128e-01,3.95118e-01
1.79900e+02,1.12972e+01,1.63093e-01,-2.14275e+00,2.12020e-01,3.95464e-01
1.80000e+02,1.13035e+01,1.76236e-01,-1.75530e+00,2.11879e-01,3.95854e-01
1.80100e+02,1.13097e+01,1.98172e-01,-1.41969e+00,2.11728e-01,3.96257e-01
1.80200e+02,1.13160e+01,2.18952e-01,-1.14934e+00,2.11574e-01,3.96666e-01
1.80300e+02,1.13223e+01,2.31197e-01,-8.99823e-01,2.11418e-01,3.97078e-01
1.80400e+02,1.13286e+01,2.38039e-01,-6.49033e-01,2.11260e-01,3.97492e-01
1.80500e+02,1.13349e+01,2.39428e-01,-4.01644e-01,2.11102e-01,3.97907e-01
1.80600e+02,1.13411e+01,2.34029e-01,-1.41045e-01,2.10944e-01,3.98322e-01
1.80700e+02,1.13474e+01,2.26781e-01,1.45300e-01,2.10785e-01,3.98739e-01
1.80800e+02,1.13537e+01,2.21486e-01,4.48624e-01,2.10626e-01,3.99156e-01
1.80900e+02,1.13600e+01,2.19014e-01,7.53116e-01,2.10468e-01,3.99573e-01
1.81000e+02,1.13663e+01,2.16432e-01,1.04850e+00,2.10309e-01,3.99992e-01
1.81100e+02,1.13726e+01,2.12081e-01,1.34642e+00,2.10150e-01,4.00412e-01
1.81200e+02,1.13788e+01,2.08742e-01,1.64592e+00,2.09992e-01,4.00833e-01
1.81300e+02,1.13851e+01,2.04470e-01,1.93172e+00,2.09833e-01,4.01256e-01
1.81400e+02,1.13914e+01,1.95722e-01,2.21174e+00,2.09673e-01,4.01688e-01
1.81500e+02,1.13977e+01,1.82290e-01,2.49939e+00,2.09511e-01,4.02139e-01
1.81600e+02,1.14040e+01,1.62940e-01,2.81343e+00,2.09329e-01,4.02747e-01
1.81700e+02,1.14103e+01,1.42762e-01,-3.06261e+00,2.09236e-01,4.02666e-01
1.81800e+02,1.14165e+01,1.39256e-01,-2.57056e+00,2.09061e-01,4.03224e-01
1.81900e+02,1.14228e+01,1.52283e-01,-2.14792e+00,2.08900e-01,4.03671e-01
1.82000e+02,1.14291e+01,1.64591e-01,-1.82178e+00,2.08742e-01,4.04100e-01
1.82100e+02,1.14354e+01,1.67074e-01,-1.51217e+00,2.08585e-01,4.04524e-01
1.82200e+02,1.14417e+01,1.67766e-01,-1.15387e+00,2.08428e-01,4.04945e-01
1.82300e+02,1.14480e+01,1.79167e-01,-7.92974e-01,2.08272e-01,4.05364e-01
1.82400e+02,1.14542e+01,1.94487e-01,-5.07127e-01,2.08116e-01,4.05783e-01
1.82500e+02,1.14605e+01,1.97963e-01,-2.67918e-01,2.07961e-01,4.06200e-01
1.82600e+02,1.14668e+01,1.88167e-01,1.16541e-03,2.07806e-01,4.06617e-01
1.82700e+02,1.14731e+01,1.76929e-01,3.34646e-01,2.07651e-01,4.07034e-01
1.82800e+02,1.14794e+01,1.72041e-01,7.08587e-01,2.07496e-01,4.07450e-01
1.82900e+02,1.14857e+01,1.76016e-01,1.09550e+00,2.07342e-01,4.07864e-01
1.83000e+02,1.14919e+01,1.90088e-01,1.44532e+00,2.07191e-01,4.08271e-01
1.83100e+02,1.14982e+01,2.05186e-01,1.72673e+00,2.07028e-01,4.08721e-01
1.83200e+02,1.15045e+01,2.11545e-01,1.97048e+00,2.06877e-01,4.09124e-01
1.83300e+02,1.15108e+01,2.07718e-01,2.21381e+00,2.06725e-01,4.09538e-01
1.83400e+02,1.15171e+01,1.96759e-01,2.48243e+00,2.06577e-01,4.09970e-01
1.83500e+02,1.15234e+01,1.84872e-01,2.78657e+00,2.06419e-01,4.10369e-01
1.83600e+02,1.15296e+01,1.75454e-01,3.10985e+00,2.06267e-01,4.10784e-01
1.83700e+02,1.15359e+01,1.67850e-01,-2.84337e+00,2.06114e-01,4.11200e-01
1.83800e+02,1.15422e+01,1.60263e-01,-2.52075e+00,2.05962e-01,4.11615e-01
1.83900e+02,1.15485e+01,1.47715e-01,-2.18702e+00,2.05810e-01,4.12030e-01
1.84000e+02,1.15548e+01,1.33985e-01,-1.78732e+00,2.05658e-01,4.12446e-01
1.84100e+02,1.15611e+01,1.28450e-01,-1.31493e+00,2.05507e-01,4.12861e-01
1.84200e+02,1.15673e+01,1.37139e-01,-8.36545e-01,2.05356e-01,4.13276e-01
1.84300e+02,1.15736e+01,1.57134e-01,-4.39139e-01,2.05205e-01,4.13691e-01
1.84400e+02,1.15799e+01,1.78622e-01,-1.25098e-01,2.05054e-01,4.14106e-01
1.84500e+02,1.15862e+01,1.95204e-01,1.35798e-01,2.04903e-01,4.14521e-01
1.84600e+02,1.15925e+01,2.00452e-01,3.78193e-01,2.04753e-01,4.14936e-01
1.84700e+02,1.15988e+01,1.96310e-01,6.54275e-01,2.04603e-01,4.15351e-01
1.84800e+02,1.16050e+01,1.93803e-01,9.71352e-01,2.04453e-01,4.15766e-01
1.84900e+02,1.16113e+01,1.96101e-01,1.28317e+00,2.04304e-01,4.16180e-01
1.85000e+02,1.16176e+01,1.95435e-01,1.57149e+00,2.04154e-01,4.16595e-01
1.85100e+02,1.16239e+01,1.86979e-01,1.87700e+00,2.04005e-01,4.17010e-01
1.85200e+02,1.16302e+01,1.78889e-01,2.24595e+00,2.03857e-01,4.17424e-01
1.85300e+02,1.16365e+01,1.84052e-01,2.64613e+00,2.03708e-01,4.17838e-01
1.85400e+02,1.16427e+01,2.01276e-01,2.99286e+00,2.03560e-01,4.18253e-01
1.85500e+02,1.16490e+01,2.18319e-01,-3.01459e+00,2.03412e-01,4.18667e-01
1.85600e+02,1.16553e+01,2.25279e-01,-2.77974e+00,2.03264e-01,4.19081e-01
1.85700e+02,1.16616e+01,2.17456e-01,-2.53826e+00,2.03116e-01,4.19495e-01
1.85800e+02,1.16679e+01,2.02901e-01,-2.23813e+00,2.02969e-01,4.19909e-01
1.85900e+02,1.16742e+01,1.94930e-01,-1.88710e+00,2.02822e-01,4.20322e-01
1.86000e+02,1.16804e+01,1.95395e-01,-1.53732e+00,2.02675e-01,4.20735e-01
1.86100e+02,1.16867e+01,1.97608e-01,-1.20888e+00,2.02529e-01,4.21146e-01
1.86200e+02,1.16930e+01,1.99026e-01,-8.78867e-01,2.02385e-01,4.21548e-01
1.86300e+02,1.16993e+01,2.05018e-01,-5.44195e-01,2.02240e-01,4.22035e-01
1.86400e+02,1.17056e+01,2.16868e-01,-2.42909e-01,2.02088e-01,4.22405e-01
1.86500e+02,1.17119e+01,2.26023e-01,5.30705e-03,2.01943e-01,4.22815e-01
1.86600e+02,1.17181e+01,2.23200e-01,2.24896e-01,2.01797e-01,4.23228e-01
1.86700e+02,1.17244e+01,2.07556e-01,4.58422e-01,2.01652e-01,4.23641e-01
1.86800e+02,1.17307e+01,1.84819e-01,7.34679e-01,2.01507e-01,4.24055e-01
1.86900e+02,1.17370e+01,1.61868e-01,1.08187e+00,2.01363e-01,4.24469e-01
1.87000e+02,1.17433e+01,1.48709e-01,1.49762e+00,2.01218e-01,4.24885e-01
1.87100e+02,1.17496e+01,1.46552e-01,1.91075e+00,2.01074e-01,4.25307e-01
1.87200e+02,1.17558e+01,1.47688e-01,2.29352e+00,2.00928e-01,4.25804e-01
1.87300e+02,1.17621e+01,1.49512e-01,2.66001e+00,2.00803e-01,4.26048e-01
1.87400e+02,1.17684e+01,1.50766e-01,3.01807e+00,2.00654e-01,4.26482e-01
1.87500e+02,1.17747e+01,1.52379e-01,-2.89784e+00,2.00525e-01,4.26827e-01
1.87600e+02,1.17810e+01,1.57809e-01,-2.53412e+00,2.00343e-01,4.27473e-01
1.87700e+02,1.17873e+01,1.64254e-01,-2.19331e+00,2.00217e-01,4.27820e-01
1.87800e+02,1.17935e+01,1.70920e-01,-1.85939e+00,2.00084e-01,4.28231e-01
1.87900e+02,1.17998e+01,1.78918e-01,-1.54705e+00,1.99971e-01,4.28679e-01
1.88000e+02,1.18061e+01,1.82821e-01,-1.25580e+00,1.99483e-01,4.28587e-01
1.88100e+02,1.18124e+01,1.82573e-01,-9.52293e-01,1.99597e-01,4.29369e-01
1.88200e+02,1.18187e+01,1.82826e-01,-6.35741e-01,1.99473e-01,4.29806e-01
1.88300e+02,1.18250e+01,1.84157e-01,-3.23372e-01,1.99337e-01,4.30227e-01
1.88400e+02,1.18312e+01,1.83824e-01,-1.96176e-02,1.99199e-01,4.30644e-01
1.88500e+02,1.18375e+01,1.80541e-01,2.89242e-01,1.99060e-01,4.31059e-01
1.88600e+02,1.18438e+01,1.75966e-01,6.16567e-01,1.98920e-01,4.31473e-01
1.88700e+02,1.18501e+01,1.72862e-01,9.61575e-01,1.98780e-01,4.31886e-01
1.88800e+02,1.18564e+01,1.72513e-01,1.31951e+00,1.98640e-01,4.32299e-01
1.88900e+02,1.18627e+01,1.77611e-01,1.67604e+00,1.98501e-01,4.32712e-01
1.89000e+02,1.18689e+01,1.86152e-01,1.99620e+00,1.98361e-01,4.33125e-01
1.89100e+02,1.18752e+01,1.89690e-01,2.28447e+00,1.98221e-01,4.33537e-01
1.89200e+02,1.18815e+01,1.86111e-01,2.58797e+00,1.98081e-01,4.33949e-01
1.89300e+02,1.18878e+01,1.83633e-01,2.93013e+00,1.97942e-01,4.34362e-01
1.89400e+02,1.18941e+01,1.87882e-01,-3.00905e+00,1.97803e-01,4.34774e-01
1.89500e+02,1.19004e+01,1.94509e-01,-2.69173e+00,1.97664e-01,4.35186e-01
1.89600e+02,1.19066e+01,2.00042e-01,-2.39680e+00,1.97525e-01,4.35598e-01
1.89700e+02,1.19129e+01,2.01009e-01,-2.11894e+00,1.97386e-01,4.36009e-01
1.89800e+02,1.19192e+01,1.95860e-01,-1.83142e+00,1.97248e-01,4.36421e-01
1.89900e+02,1.19255e+01,1.89553e-01,-1.51798e+00,1.97110e-01,4.36833e-01
1.90000e+02,1.19318e+01,1.85362e-01,-1.19406e+00,1.96972e-01,4.37244e-01
1.90100e+02,1.19381e+01,1.81352e-01,-8.75692e-01,1.96834e-01,4.37656e-01
1.90200e+02,1.19443e+01,1.73116e-01,-5.51026e-01,1.96696e-01,4.38067e-01
1.90300e+02,1.19506e+01,1.63831e-01,-1.70758e-01,1.96559e-01,4.38479e-01
1.90400e+02,1.19569e+01,1.66148e-01,2.51938e-01,1.96421e-01,4.38890e-01
1.90500e+02,1.19632e+01,1.80877e-01,6.30808e-01,1.96284e-01,4.39301e-01
1.90600e+02,1.19695e+01,1.98442e-01,9.38030e-01,1.96147e-01,4.39713e-01
1.90700e+02,1.19758e+01,2.09136e-01,1.19587e+00,1.96011e-01,4.40124e-01
1.90800e+02,1.19820e+01,2.07955e-01,1.45006e+00,1.95874e-01,4.40535e-01
1.90900e+02,1.19883e+01,2.00265e-01,1.74222e+00,1.95738e-01,4.40946e-01
1.91000e+02,1.19946e+01,1.94515e-01,2.06763e+00,1.95602e-01,4.41357e-01
1.91100e+02,1.20009e+01,1.91281e-01,2.40630e+00,1.95466e-01,4.41768e-01
1.91200e+02,1.20072e+01,1.92351e-01,2.76317e+00,1.95331e-01,4.42178e-01
1.91300e+02,1.20135e+01,2.01762e-01,3.10621e+00,1.95195e-01,4.42589e-01
1.91400e+02,1.20197e+01,2.14716e-01,-2.88005e+00,1.95060e-01,4.43000e-01
1.91500e+02,1.20260e+01,2.23505e-01,-2.62851e+00,1.94925e-01,4.43410e-01
1.91600e+02,1.20323e+01,2.20738e-01,-2.39839e+00,1.94790e-01,4.43821e-01
1.91700e+02,1.20386e+01,2.06053e-01,-2.14193e+00,1.94655e-01,4.44232e-01
1.91800e+02,1.20449e+01,1.89924e-01,-1.82486e+00,1.94521e-01,4.44642e-01
1.91900e+02,1.20511e+01,1.82374e-01,-1.47365e+00,1.94387e-01,4.45052e-01
1.92000e+02,1.20574e+01,1.80592e-01,-1.14445e+00,1.94253e-01,4.45463e-01
1.92100e+02,1.20637e+01,1.76378e-01,-8.37101e-01,1.94119e-01,4.45873e-01
1.92200e+02,1.20700e+01,1.68342e-01,-5.23425e-01,1.93985e-01,4.46283e-01
1.92300e+02,1.20763e+01,1.59402e-01,-1.83948e-01,1.93852e-01,4.46693e-01
1.92400e+02,1.20826e+01,1.53814e-01,1.75458e-01,1.93719e-01,4.47103e-01
1.92500e+02,1.20888e+01,1.51478e-01,5.24763e-01,1.93586e-01,4.47513e-01
1.92600e+02,1.20951e+01,1.47921e-01,8.53995e-01,1.93453e-01,4.47923e-01
1.92700e+02,1.21014e+01,1.39290e-01,1.18068e+00,1.93320e-01,4.48333e-01
1.92800e+02,1.21077e+01,1.24905e-01,1.56399e+00,1.93188e-01,4.48743e-01
1.92900e+02,1.21140e+01,1.17029e-01,2.07052e+00,1.93056e-01,4.49153e-01
1.93000e+02,1.21203e+01,1.29842e-01,2.58607e+00,1.92924e-01,4.49563e-01
1.93100e+02,1.21265e+01,1.53863e-01,2.96942e+00,1.92792e-01,4.49972e-01
